"ticket_id","opened_at","address_id","uprava","district","street","house_number","title","description","reason_category","month","hour","season"
"53","2025-09-22 04:44:00","57","Южная управа","Южный","Школьная","17А","Проблема с мусорной площадкой","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","9","4","autumn"
"5","2025-09-22 05:38:00","13","Центральная управа","Центральный","Гагарина","45А","Скользко у подъезда","После снегопада двор не обработан против гололеда.","yard","9","5","autumn"
"273","2025-09-22 12:24:00","2","Центральная управа","Центральный","Ленина","27","Поломка лифта в подъезде","Лифт не поднимается на этажи, жители не могут воспользоваться.","elevator","9","12","autumn"
"161","2025-09-25 14:03:00","38","Северная управа","Северный","Парковая","27","Протекает труба в подъезде","Из стояка течет вода, жители жалуются на сырость.","water_leak","9","14","autumn"
"378","2025-09-28 13:04:00","72","Южная управа","Пригородный","Солнечная","23","Не горит освещение на этаже","На площадке мигает свет и отключается электричество.","electricity","9","13","autumn"
"37","2025-09-29 11:54:00","58","Южная управа","Южный","Школьная","41","Холодные батареи","В нескольких квартирах подъезда батареи еле теплые.","heating","9","11","autumn"
"91","2025-09-30 18:29:00","61","Южная управа","Южный","Строителей","43","Залив квартиры с крыши","После осадков с потолка течет вода, требуется проверка кровли.","roof","9","18","autumn"
"249","2025-09-30 19:35:00","55","Южная управа","Южный","Садовая","7Б","Канализация не работает","Из подвала идет сильный запах, вероятен засор канализации.","sewer","9","19","autumn"
"63","2025-10-01 23:18:00","3","Центральная управа","Центральный","Ленина","15А","Неприятный запах из подвала","Из подвала идет сильный запах, вероятен засор канализации.","sewer","10","23","autumn"
"9","2025-10-03 10:57:00","46","Северная управа","Промышленный","Энергетиков","13","Протекает крыша","На верхнем этаже появилась протечка с крыши.","roof","10","10","autumn"
"132","2025-10-04 08:53:00","26","Северная управа","Северный","Мира","19","Нет света в подъезде","Жители сообщают об отключении света в доме.","electricity","10","8","autumn"
"2","2025-10-05 22:49:00","42","Северная управа","Промышленный","Заводская","17А","Слабое отопление в квартире","Батареи остаются холодными с утра, температура в квартире низкая.","heating","10","22","autumn"
"31","2025-10-06 12:02:00","38","Северная управа","Северный","Парковая","27","Не убран двор","После снегопада двор не обработан против гололеда.","yard","10","12","autumn"
"170","2025-10-08 06:58:00","58","Южная управа","Южный","Школьная","41","Канализация не работает","Канализация переполнена, стоки выходят наружу.","sewer","10","6","autumn"
"230","2025-10-09 17:20:00","69","Южная управа","Пригородный","Полевая","29","Прорыв стояка","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","10","17","autumn"
"370","2025-10-11 05:14:00","27","Северная управа","Северный","Мира","5А","Поломка лифта в подъезде","Кнопки лифта не реагируют, нужна диагностика.","elevator","10","5","autumn"
"39","2025-10-11 06:28:00","12","Центральная управа","Центральный","Гагарина","37","Скользко у подъезда","Во дворе не убран снег и лед, проход опасен.","yard","10","6","autumn"
"342","2025-10-13 17:09:00","36","Северная управа","Северный","Парковая","19","Течь в подвале","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","10","17","autumn"
"234","2025-10-16 19:38:00","46","Северная управа","Промышленный","Энергетиков","13","Слабое отопление в квартире","Батареи остаются холодными с утра, температура в квартире низкая.","heating","10","19","autumn"
"315","2025-10-19 08:26:00","53","Южная управа","Южный","Садовая","13","Проблема с мусорной площадкой","Рядом с домом образовалась свалка бытового мусора.","garbage","10","8","autumn"
"24","2025-10-20 02:31:00","1","Центральная управа","Центральный","Ленина","9","Протекает труба в подъезде","Из стояка течет вода, жители жалуются на сырость.","water_leak","10","2","autumn"
"395","2025-10-21 03:22:00","14","Центральная управа","Центральный","Гагарина","3","Скользко у подъезда","После снегопада двор не обработан против гололеда.","yard","10","3","autumn"
"292","2025-10-22 01:12:00","61","Южная управа","Южный","Строителей","43","Протекает крыша","После осадков с потолка течет вода, требуется проверка кровли.","roof","10","1","autumn"
"227","2025-10-22 07:42:00","73","Южная управа","Пригородный","Солнечная","49","Протекает труба в подъезде","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","10","7","autumn"
"347","2025-10-24 12:39:00","61","Южная управа","Южный","Строителей","43","Холодные батареи","Отопление подается с перебоями, нужно проверить систему.","heating","10","12","autumn"
"75","2025-10-24 16:08:00","62","Южная управа","Южный","Строителей","29А","Скопление мусора у дома","Мусор не вывозился несколько дней, требуется уборка.","garbage","10","16","autumn"
"215","2025-10-25 09:32:00","27","Северная управа","Северный","Мира","5А","Не работает лифт","Кнопки лифта не реагируют, нужна диагностика.","elevator","10","9","autumn"
"352","2025-10-26 04:55:00","36","Северная управа","Северный","Парковая","19","Лифт не реагирует на вызов","Лифт периодически застревает между этажами.","elevator","10","4","autumn"
"336","2025-10-26 11:47:00","11","Центральная управа","Центральный","Гагарина","27","Протечка трубы","В подвале скапливается вода, требуется срочный осмотр.","water_leak","10","11","autumn"
"160","2025-10-26 18:37:00","77","Южная управа","Пригородный","Солнечная","11Б","Не работает лифт","Кнопки лифта не реагируют, нужна диагностика.","elevator","10","18","autumn"
"355","2025-10-28 15:33:00","20","Центральная управа","Исторический","Пушкина","13А","Нет света в подъезде","Освещение в подъезде не работает со вчерашнего вечера.","electricity","10","15","autumn"
"107","2025-10-29 04:50:00","21","Центральная управа","Исторический","Пушкина","15А","Протекает труба в подъезде","В подвале скапливается вода, требуется срочный осмотр.","water_leak","10","4","autumn"
"146","2025-10-30 08:26:00","70","Южная управа","Пригородный","Полевая","37","Холодные батареи","Батареи остаются холодными с утра, температура в квартире низкая.","heating","10","8","autumn"
"34","2025-11-01 06:22:00","35","Северная управа","Северный","Парковая","31","Засор канализации","Из подвала идет сильный запах, вероятен засор канализации.","sewer","11","6","autumn"
"281","2025-11-02 06:04:00","46","Северная управа","Промышленный","Энергетиков","13","Прорыв стояка","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","11","6","autumn"
"101","2025-11-03 20:55:00","77","Южная управа","Пригородный","Солнечная","11Б","Скопление мусора у дома","Рядом с домом образовалась свалка бытового мусора.","garbage","11","20","autumn"
"223","2025-11-05 07:54:00","47","Северная управа","Промышленный","Энергетиков","27Б","Залив квартиры с крыши","На верхнем этаже появилась протечка с крыши.","roof","11","7","autumn"
"316","2025-11-08 07:48:00","18","Центральная управа","Исторический","Пушкина","5А","Лифт застревает","Кнопки лифта не реагируют, нужна диагностика.","elevator","11","7","autumn"
"404","2025-11-08 09:17:00","48","Северная управа","Промышленный","Энергетиков","39А","Не горит освещение на этаже","На площадке мигает свет и отключается электричество.","electricity","11","9","autumn"
"67","2025-11-11 08:25:00","10","Центральная управа","Центральный","Советская","7А","Канализация не работает","Канализация переполнена, стоки выходят наружу.","sewer","11","8","autumn"
"274","2025-11-11 13:11:00","36","Северная управа","Северный","Парковая","19","Переполнены контейнеры","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","11","13","autumn"
"171","2025-11-12 18:37:00","74","Южная управа","Пригородный","Солнечная","29Б","Проблема с подачей тепла","В нескольких квартирах подъезда батареи еле теплые.","heating","11","18","autumn"
"261","2025-11-14 09:46:00","60","Южная управа","Южный","Строителей","13Б","Нет света в подъезде","На площадке мигает свет и отключается электричество.","electricity","11","9","autumn"
"225","2025-11-17 19:49:00","54","Южная управа","Южный","Садовая","31","Не вывозят мусор","Рядом с домом образовалась свалка бытового мусора.","garbage","11","19","autumn"
"61","2025-11-18 17:43:00","1","Центральная управа","Центральный","Ленина","9","Протекает труба в подъезде","Из стояка течет вода, жители жалуются на сырость.","water_leak","11","17","autumn"
"202","2025-11-20 00:39:00","20","Центральная управа","Исторический","Пушкина","13А","Скопление мусора у дома","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","11","0","autumn"
"115","2025-11-20 19:31:00","18","Центральная управа","Исторический","Пушкина","5А","Течь в подвале","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","11","19","autumn"
"6","2025-11-21 04:31:00","41","Северная управа","Промышленный","Заводская","45Б","Проблема с подачей тепла","Отопление подается с перебоями, нужно проверить систему.","heating","11","4","autumn"
"401","2025-11-21 21:57:00","1","Центральная управа","Центральный","Ленина","9","Протекает труба в подъезде","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","11","21","autumn"
"341","2025-11-22 03:40:00","16","Центральная управа","Центральный","Гагарина","41А","Прорыв стояка","Из стояка течет вода, жители жалуются на сырость.","water_leak","11","3","autumn"
"186","2025-11-22 14:32:00","24","Центральная управа","Исторический","Набережная","23А","Прорыв стояка","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","11","14","autumn"
"325","2025-11-28 22:22:00","21","Центральная управа","Исторический","Пушкина","15А","Прорыв стояка","В подвале скапливается вода, требуется срочный осмотр.","water_leak","11","22","autumn"
"112","2025-11-29 00:21:00","9","Центральная управа","Центральный","Советская","21","Не вывозят мусор","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","11","0","autumn"
"199","2025-12-01 18:46:00","39","Северная управа","Северный","Парковая","17Б","Канализация не работает","Канализация переполнена, стоки выходят наружу.","sewer","12","18","winter"
"312","2025-12-02 13:38:00","32","Северная управа","Северный","Молодежная","3","Не вывозят мусор","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","12","13","winter"
"145","2025-12-04 02:06:00","48","Северная управа","Промышленный","Энергетиков","39А","Нет отопления","В нескольких квартирах подъезда батареи еле теплые.","heating","12","2","winter"
"310","2025-12-04 20:00:00","26","Северная управа","Северный","Мира","19","Лифт застревает","Лифт не поднимается на этажи, жители не могут воспользоваться.","elevator","12","20","winter"
"190","2025-12-05 19:31:00","4","Центральная управа","Центральный","Ленина","39","Неприятный запах из подвала","Из подвала идет сильный запах, вероятен засор канализации.","sewer","12","19","winter"
"172","2025-12-06 16:09:00","41","Северная управа","Промышленный","Заводская","45Б","Нет отопления","Батареи остаются холодными с утра, температура в квартире низкая.","heating","12","16","winter"
"209","2025-12-06 18:31:00","46","Северная управа","Промышленный","Энергетиков","13","Протечка трубы","В подвале скапливается вода, требуется срочный осмотр.","water_leak","12","18","winter"
"150","2025-12-07 22:55:00","1","Центральная управа","Центральный","Ленина","9","Протечка трубы","В подвале скапливается вода, требуется срочный осмотр.","water_leak","12","22","winter"
"8","2025-12-10 13:59:00","35","Северная управа","Северный","Парковая","31","Холодные батареи","В нескольких квартирах подъезда батареи еле теплые.","heating","12","13","winter"
"317","2025-12-12 11:43:00","67","Южная управа","Пригородный","Полевая","9Б","Протекает труба в подъезде","Из стояка течет вода, жители жалуются на сырость.","water_leak","12","11","winter"
"302","2025-12-12 14:17:00","29","Северная управа","Северный","Мира","3А","Неприятный запах из подвала","Жильцы жалуются на затопление и запах в подъезде.","sewer","12","14","winter"
"229","2025-12-13 06:18:00","11","Центральная управа","Центральный","Гагарина","27","Засор канализации","Жильцы жалуются на затопление и запах в подъезде.","sewer","12","6","winter"
"387","2025-12-15 12:21:00","37","Северная управа","Северный","Парковая","23А","Протекает труба в подъезде","В подвале скапливается вода, требуется срочный осмотр.","water_leak","12","12","winter"
"59","2025-12-17 01:49:00","74","Южная управа","Пригородный","Солнечная","29Б","Переполнены контейнеры","Рядом с домом образовалась свалка бытового мусора.","garbage","12","1","winter"
"361","2025-12-17 16:09:00","44","Северная управа","Промышленный","Заводская","23","Холодные батареи","Отопление подается с перебоями, нужно проверить систему.","heating","12","16","winter"
"396","2025-12-19 20:41:00","18","Центральная управа","Исторический","Пушкина","5А","Проблема с подачей тепла","В нескольких квартирах подъезда батареи еле теплые.","heating","12","20","winter"
"278","2025-12-20 03:27:00","52","Южная управа","Южный","Садовая","47","Перебои с электричеством","Освещение в подъезде не работает со вчерашнего вечера.","electricity","12","3","winter"
"165","2025-12-25 21:36:00","64","Южная управа","Южный","Строителей","17","Переполнены контейнеры","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","12","21","winter"
"26","2025-12-25 22:50:00","7","Центральная управа","Центральный","Советская","27","Переполнены контейнеры","Рядом с домом образовалась свалка бытового мусора.","garbage","12","22","winter"
"322","2025-12-29 04:32:00","71","Южная управа","Пригородный","Полевая","31","Неприятный запах из подвала","Из подвала идет сильный запах, вероятен засор канализации.","sewer","12","4","winter"
"4","2025-12-29 21:46:00","33","Северная управа","Северный","Молодежная","5А","Протекает труба в подъезде","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","12","21","winter"
"82","2025-12-31 06:35:00","43","Северная управа","Промышленный","Заводская","9","Протечка трубы","В подвале скапливается вода, требуется срочный осмотр.","water_leak","12","6","winter"
"243","2025-12-31 11:04:00","2","Центральная управа","Центральный","Ленина","27","Протекает труба в подъезде","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","12","11","winter"
"17","2026-01-01 14:19:00","42","Северная управа","Промышленный","Заводская","17А","Слабое отопление в квартире","В нескольких квартирах подъезда батареи еле теплые.","heating","1","14","winter"
"89","2026-01-01 21:37:00","74","Южная управа","Пригородный","Солнечная","29Б","Протечка трубы","В подвале скапливается вода, требуется срочный осмотр.","water_leak","1","21","winter"
"180","2026-01-02 01:16:00","31","Северная управа","Северный","Молодежная","3Б","Нет света в подъезде","Жители сообщают об отключении света в доме.","electricity","1","1","winter"
"213","2026-01-03 02:49:00","20","Центральная управа","Исторический","Пушкина","13А","Течь с потолка после дождя","На верхнем этаже появилась протечка с крыши.","roof","1","2","winter"
"212","2026-01-04 20:39:00","67","Южная управа","Пригородный","Полевая","9Б","Холодные батареи","Отопление подается с перебоями, нужно проверить систему.","heating","1","20","winter"
"375","2026-01-05 03:24:00","13","Центральная управа","Центральный","Гагарина","45А","Не вывозят мусор","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","1","3","winter"
"382","2026-01-05 15:24:00","28","Северная управа","Северный","Мира","5","Затопление канализацией","Канализация переполнена, стоки выходят наружу.","sewer","1","15","winter"
"23","2026-01-07 09:35:00","64","Южная управа","Южный","Строителей","17","Протекает крыша","Жители сообщают о повреждении покрытия кровли.","roof","1","9","winter"
"78","2026-01-07 13:47:00","37","Северная управа","Северный","Парковая","23А","Переполнены контейнеры","Рядом с домом образовалась свалка бытового мусора.","garbage","1","13","winter"
"299","2026-01-10 05:46:00","68","Южная управа","Пригородный","Полевая","11","Переполнены контейнеры","Мусор не вывозился несколько дней, требуется уборка.","garbage","1","5","winter"
"164","2026-01-11 15:33:00","24","Центральная управа","Исторический","Набережная","23А","Залив квартиры с крыши","На верхнем этаже появилась протечка с крыши.","roof","1","15","winter"
"166","2026-01-12 03:40:00","40","Северная управа","Промышленный","Заводская","37","Скользко у подъезда","После снегопада двор не обработан против гололеда.","yard","1","3","winter"
"330","2026-01-14 08:32:00","48","Северная управа","Промышленный","Энергетиков","39А","Скользко у подъезда","После снегопада двор не обработан против гололеда.","yard","1","8","winter"
"99","2026-01-15 17:31:00","62","Южная управа","Южный","Строителей","29А","Отключение электроэнергии","Освещение в подъезде не работает со вчерашнего вечера.","electricity","1","17","winter"
"254","2026-01-18 06:34:00","15","Центральная управа","Центральный","Гагарина","29Б","Не горит освещение на этаже","Освещение в подъезде не работает со вчерашнего вечера.","electricity","1","6","winter"
"413","2026-01-24 10:30:00","14","Центральная управа","Центральный","Гагарина","3","Протечка трубы","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","1","10","winter"
"105","2026-01-27 08:57:00","49","Северная управа","Промышленный","Энергетиков","37","Нет света в подъезде","На площадке мигает свет и отключается электричество.","electricity","1","8","winter"
"129","2026-01-27 11:35:00","70","Южная управа","Пригородный","Полевая","37","Слабое отопление в квартире","Батареи остаются холодными с утра, температура в квартире низкая.","heating","1","11","winter"
"195","2026-01-28 00:11:00","18","Центральная управа","Исторический","Пушкина","5А","Переполнены контейнеры","Мусор не вывозился несколько дней, требуется уборка.","garbage","1","0","winter"
"47","2026-02-02 04:53:00","63","Южная управа","Южный","Строителей","33","Протечка трубы","Из стояка течет вода, жители жалуются на сырость.","water_leak","2","4","winter"
"174","2026-02-02 16:04:00","61","Южная управа","Южный","Строителей","43","Не работает лифт","Лифт не поднимается на этажи, жители не могут воспользоваться.","elevator","2","16","winter"
"3","2026-02-04 15:11:00","20","Центральная управа","Исторический","Пушкина","13А","Лифт застревает","Лифт не поднимается на этажи, жители не могут воспользоваться.","elevator","2","15","winter"
"276","2026-02-04 16:58:00","35","Северная управа","Северный","Парковая","31","Отключение электроэнергии","На площадке мигает свет и отключается электричество.","electricity","2","16","winter"
"10","2026-02-05 00:17:00","68","Южная управа","Пригородный","Полевая","11","Повреждение кровли","После осадков с потолка течет вода, требуется проверка кровли.","roof","2","0","winter"
"33","2026-02-05 06:52:00","61","Южная управа","Южный","Строителей","43","Не работает лифт","Лифт периодически застревает между этажами.","elevator","2","6","winter"
"350","2026-02-05 13:07:00","62","Южная управа","Южный","Строителей","29А","Нужна уборка территории","Во дворе не убран снег и лед, проход опасен.","yard","2","13","winter"
"384","2026-02-09 00:06:00","18","Центральная управа","Исторический","Пушкина","5А","Не горит освещение на этаже","На площадке мигает свет и отключается электричество.","electricity","2","0","winter"
"121","2026-02-09 13:13:00","38","Северная управа","Северный","Парковая","27","Переполнены контейнеры","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","2","13","winter"
"27","2026-02-13 04:16:00","35","Северная управа","Северный","Парковая","31","Лифт не реагирует на вызов","Лифт периодически застревает между этажами.","elevator","2","4","winter"
"383","2026-02-17 01:15:00","24","Центральная управа","Исторический","Набережная","23А","Холодные батареи","Отопление подается с перебоями, нужно проверить систему.","heating","2","1","winter"
"216","2026-02-19 04:10:00","7","Центральная управа","Центральный","Советская","27","Прорыв стояка","В подвале скапливается вода, требуется срочный осмотр.","water_leak","2","4","winter"
"397","2026-02-19 23:27:00","47","Северная управа","Промышленный","Энергетиков","27Б","Повреждение кровли","После осадков с потолка течет вода, требуется проверка кровли.","roof","2","23","winter"
"314","2026-02-21 22:22:00","4","Центральная управа","Центральный","Ленина","39","Проблема с подачей тепла","Батареи остаются холодными с утра, температура в квартире низкая.","heating","2","22","winter"
"339","2026-02-27 01:05:00","73","Южная управа","Пригородный","Солнечная","49","Скользко у подъезда","Во дворе не убран снег и лед, проход опасен.","yard","2","1","winter"
"20","2026-02-27 12:12:00","70","Южная управа","Пригородный","Полевая","37","Отключение электроэнергии","Жители сообщают об отключении света в доме.","electricity","2","12","winter"
"83","2026-02-27 21:08:00","24","Центральная управа","Исторический","Набережная","23А","Не работает лифт","Лифт периодически застревает между этажами.","elevator","2","21","winter"
"348","2026-03-01 15:57:00","18","Центральная управа","Исторический","Пушкина","5А","Протекает труба в подъезде","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","3","15","spring"
"415","2026-03-01 18:12:00","25","Центральная управа","Исторический","Набережная","33","Повреждение кровли","После осадков с потолка течет вода, требуется проверка кровли.","roof","3","18","spring"
"38","2026-03-03 02:17:00","53","Южная управа","Южный","Садовая","13","Прорыв стояка","Из стояка течет вода, жители жалуются на сырость.","water_leak","3","2","spring"
"118","2026-03-06 07:02:00","59","Южная управа","Южный","Школьная","5Б","Течь с потолка после дождя","Жители сообщают о повреждении покрытия кровли.","roof","3","7","spring"
"163","2026-03-06 22:14:00","57","Южная управа","Южный","Школьная","17А","Проблема с подачей тепла","Отопление подается с перебоями, нужно проверить систему.","heating","3","22","spring"
"133","2026-03-07 11:47:00","41","Северная управа","Промышленный","Заводская","45Б","Проблема с подачей тепла","Батареи остаются холодными с утра, температура в квартире низкая.","heating","3","11","spring"
"321","2026-03-07 21:50:00","7","Центральная управа","Центральный","Советская","27","Не работает лифт","Лифт не поднимается на этажи, жители не могут воспользоваться.","elevator","3","21","spring"
"337","2026-03-11 20:25:00","67","Южная управа","Пригородный","Полевая","9Б","Не работает лифт","Кнопки лифта не реагируют, нужна диагностика.","elevator","3","20","spring"
"29","2026-03-12 00:33:00","40","Северная управа","Промышленный","Заводская","37","Повреждение кровли","После осадков с потолка течет вода, требуется проверка кровли.","roof","3","0","spring"
"179","2026-03-14 03:09:00","77","Южная управа","Пригородный","Солнечная","11Б","Проблема с мусорной площадкой","Мусор не вывозился несколько дней, требуется уборка.","garbage","3","3","spring"
"381","2026-03-15 22:46:00","3","Центральная управа","Центральный","Ленина","15А","Скопление мусора у дома","Мусор не вывозился несколько дней, требуется уборка.","garbage","3","22","spring"
"11","2026-03-20 07:56:00","51","Южная управа","Южный","Садовая","3","Проблема с мусорной площадкой","Контейнерная площадка переполнена, мусор разлетается по двору.","garbage","3","7","spring"
"231","2026-03-20 19:04:00","20","Центральная управа","Исторический","Пушкина","13А","Не горит освещение на этаже","На площадке мигает свет и отключается электричество.","electricity","3","19","spring"
"92","2026-03-22 05:19:00","75","Южная управа","Пригородный","Солнечная","41","Нет отопления","Батареи остаются холодными с утра, температура в квартире низкая.","heating","3","5","spring"
"357","2026-03-24 21:28:00","23","Центральная управа","Исторический","Набережная","27","Лифт не реагирует на вызов","Лифт периодически застревает между этажами.","elevator","3","21","spring"
"130","2026-03-26 22:34:00","26","Северная управа","Северный","Мира","19","Не работает лифт","Кнопки лифта не реагируют, нужна диагностика.","elevator","3","22","spring"
"379","2025-01-05 00:32:00","75","Южная управа","Пригородный","Солнечная","41","Не горит освещение на этаже","Освещение в подъезде не работает со вчерашнего вечера.","electricity","1","0","winter"
"49","2025-01-07 08:13:00","55","Южная управа","Южный","Садовая","7Б","Затопление канализацией","Канализация переполнена, стоки выходят наружу.","sewer","1","8","winter"
"241","2025-01-11 13:53:00","31","Северная управа","Северный","Молодежная","3Б","Не горит освещение на этаже","На площадке мигает свет и отключается электричество.","electricity","1","13","winter"
"318","2025-01-14 20:25:00","44","Северная управа","Промышленный","Заводская","23","Не убран двор","После снегопада двор не обработан против гололеда.","yard","1","20","winter"
"18","2025-01-19 09:25:00","67","Южная управа","Пригородный","Полевая","9Б","Нет света в подъезде","На площадке мигает свет и отключается электричество.","electricity","1","9","winter"
"40","2025-01-20 02:10:00","38","Северная управа","Северный","Парковая","27","Протечка трубы","В подвале скапливается вода, требуется срочный осмотр.","water_leak","1","2","winter"
"266","2025-01-22 15:06:00","19","Центральная управа","Исторический","Пушкина","33","Прорыв стояка","В подвале скапливается вода, требуется срочный осмотр.","water_leak","1","15","winter"
"271","2025-01-23 00:03:00","44","Северная управа","Промышленный","Заводская","23","Не горит освещение на этаже","На площадке мигает свет и отключается электричество.","electricity","1","0","winter"
"270","2025-01-27 16:13:00","46","Северная управа","Промышленный","Энергетиков","13","Течь в подвале","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","1","16","winter"
"301","2025-01-27 18:23:00","42","Северная управа","Промышленный","Заводская","17А","Отключение электроэнергии","Жители сообщают об отключении света в доме.","electricity","1","18","winter"
"81","2025-02-01 12:54:00","23","Центральная управа","Исторический","Набережная","27","Нет света в подъезде","На площадке мигает свет и отключается электричество.","electricity","2","12","winter"
"13","2025-02-14 01:50:00","52","Южная управа","Южный","Садовая","47","Холодные батареи","В нескольких квартирах подъезда батареи еле теплые.","heating","2","1","winter"
"60","2025-02-19 16:14:00","34","Северная управа","Северный","Молодежная","47","Протечка трубы","Из стояка течет вода, жители жалуются на сырость.","water_leak","2","16","winter"
"221","2025-02-23 01:45:00","44","Северная управа","Промышленный","Заводская","23","Протекает труба в подъезде","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","2","1","winter"
"22","2025-03-02 08:06:00","30","Северная управа","Северный","Молодежная","27","Протечка трубы","Из стояка течет вода, жители жалуются на сырость.","water_leak","3","8","spring"
"351","2025-03-03 23:36:00","4","Центральная управа","Центральный","Ленина","39","Скопление мусора у дома","Рядом с домом образовалась свалка бытового мусора.","garbage","3","23","spring"
"125","2025-03-05 08:58:00","6","Центральная управа","Центральный","Ленина","17","Поломка лифта в подъезде","Лифт периодически застревает между этажами.","elevator","3","8","spring"
"123","2025-03-07 02:20:00","65","Южная управа","Южный","Строителей","3","Нет отопления","В нескольких квартирах подъезда батареи еле теплые.","heating","3","2","spring"
"207","2025-03-07 21:04:00","27","Северная управа","Северный","Мира","5А","Течь в подвале","Из стояка течет вода, жители жалуются на сырость.","water_leak","3","21","spring"
"30","2025-03-10 11:22:00","9","Центральная управа","Центральный","Советская","21","Затопление канализацией","Жильцы жалуются на затопление и запах в подъезде.","sewer","3","11","spring"
"127","2025-03-11 19:35:00","43","Северная управа","Промышленный","Заводская","9","Протечка трубы","В подвале скапливается вода, требуется срочный осмотр.","water_leak","3","19","spring"
"300","2025-03-12 02:09:00","40","Северная управа","Промышленный","Заводская","37","Холодные батареи","В нескольких квартирах подъезда батареи еле теплые.","heating","3","2","spring"
"277","2025-03-12 08:55:00","3","Центральная управа","Центральный","Ленина","15А","Канализация не работает","Жильцы жалуются на затопление и запах в подъезде.","sewer","3","8","spring"
"96","2025-03-20 13:39:00","20","Центральная управа","Исторический","Пушкина","13А","Канализация не работает","Из подвала идет сильный запах, вероятен засор канализации.","sewer","3","13","spring"
"162","2025-03-26 07:09:00","4","Центральная управа","Центральный","Ленина","39","Не горит освещение на этаже","Освещение в подъезде не работает со вчерашнего вечера.","electricity","3","7","spring"
"260","2025-04-01 09:46:00","39","Северная управа","Северный","Парковая","17Б","Прорыв стояка","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","4","9","spring"
"324","2025-04-02 22:32:00","24","Центральная управа","Исторический","Набережная","23А","Перебои с электричеством","Освещение в подъезде не работает со вчерашнего вечера.","electricity","4","22","spring"
"334","2025-04-04 16:38:00","72","Южная управа","Пригородный","Солнечная","23","Затопление канализацией","Из подвала идет сильный запах, вероятен засор канализации.","sewer","4","16","spring"
"144","2025-04-13 00:55:00","16","Центральная управа","Центральный","Гагарина","41А","Нет отопления","Батареи остаются холодными с утра, температура в квартире низкая.","heating","4","0","spring"
"306","2025-04-14 21:25:00","55","Южная управа","Южный","Садовая","7Б","Скользко у подъезда","После снегопада двор не обработан против гололеда.","yard","4","21","spring"
"65","2025-04-16 18:30:00","72","Южная управа","Пригородный","Солнечная","23","Протечка трубы","В подвале скапливается вода, требуется срочный осмотр.","water_leak","4","18","spring"
"263","2025-04-29 22:39:00","20","Центральная управа","Исторический","Пушкина","13А","Отключение электроэнергии","На площадке мигает свет и отключается электричество.","electricity","4","22","spring"
"360","2025-05-06 09:37:00","59","Южная управа","Южный","Школьная","5Б","Проблема с подачей тепла","Батареи остаются холодными с утра, температура в квартире низкая.","heating","5","9","spring"
"126","2025-05-07 19:41:00","31","Северная управа","Северный","Молодежная","3Б","Протекает труба в подъезде","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","5","19","spring"
"141","2025-05-17 09:37:00","75","Южная управа","Пригородный","Солнечная","41","Нет света в подъезде","Жители сообщают об отключении света в доме.","electricity","5","9","spring"
"198","2025-05-19 14:25:00","77","Южная управа","Пригородный","Солнечная","11Б","Холодные батареи","Батареи остаются холодными с утра, температура в квартире низкая.","heating","5","14","spring"
"203","2025-05-21 06:57:00","30","Северная управа","Северный","Молодежная","27","Протекает крыша","Жители сообщают о повреждении покрытия кровли.","roof","5","6","spring"
"296","2025-05-31 10:50:00","40","Северная управа","Промышленный","Заводская","37","Течь в подвале","В подвале скапливается вода, требуется срочный осмотр.","water_leak","5","10","spring"
"332","2025-06-14 19:57:00","51","Южная управа","Южный","Садовая","3","Перебои с электричеством","На площадке мигает свет и отключается электричество.","electricity","6","19","summer"
"288","2025-06-15 21:37:00","74","Южная управа","Пригородный","Солнечная","29Б","Течь в подвале","В подвале скапливается вода, требуется срочный осмотр.","water_leak","6","21","summer"
"390","2025-06-16 16:09:00","46","Северная управа","Промышленный","Энергетиков","13","Нет света в подъезде","На площадке мигает свет и отключается электричество.","electricity","6","16","summer"
"374","2025-06-25 09:13:00","48","Северная управа","Промышленный","Энергетиков","39А","Протекает труба в подъезде","На лестничной площадке появилась течь, вода стекает вниз.","water_leak","6","9","summer"
